# Data export from the Cosmic-Ray database (http://lpsc.in2p3.fr/crdb)
# Please cite Maurin, Melot, Taillet, A&A 569, A32 (2014) [arXiv:1302.5525]
# Date: 2017/05/31
# Format: GALPROP code (see at the bottom of the file)
#
  Ref.  experiment    units              value        Energy        value error                  Z.A sec   |     Z.A pri    [comments]
X      Y              name   <E>   low    high number    -        +
==================================================================================================================================== 
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  1.6033e+0  1.5300e+0  1.6800e+0  2.1000e-2  2.2023e-3  2.2023e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  1.7582e+0  1.6800e+0  1.8400e+0  1.9100e-2  2.0616e-3  2.0616e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  1.9231e+0  1.8400e+0  2.0100e+0  2.0500e-2  2.0809e-3  2.1401e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  2.1029e+0  2.0100e+0  2.2000e+0  2.1800e-2  2.0809e-3  2.0809e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  2.3026e+0  2.2000e+0  2.4100e+0  1.8800e-2  1.9416e-3  1.9416e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  2.5224e+0  2.4100e+0  2.6400e+0  1.9500e-2  1.9416e-3  1.9416e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  2.7622e+0  2.6400e+0  2.8900e+0  1.7700e-2  1.8028e-3  1.8028e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  3.0220e+0  2.8900e+0  3.1600e+0  1.9000e-2  2.5942e-3  2.5060e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
  Ab12 BESS-PolarII(2007/12-2008/01)                 GeV 1/m2/sr/GeV flux  3.3066e+0  3.1600e+0  3.4600e+0  1.6400e-2  2.7803e-3  2.8425e-3  a 0.0 0.0 0.0         | -1.1 0.0 0.0        1H-bar                              
#
#---------------------------------------------------------------------------------------------------------------------------------------------
# =====================
# Explanation of format
# =====================
# c++ software to read and use this data is available from the author.
#
# The columns are aligned but the reading routines allow for some flexibility - it is sufficient to use blanks to separate horizontal entries
# The '#' sign indicates a comment and is ignored
#
#  Ref.  experiment    units              value        Energy        value         error                  Z.A sec   |     Z.A pri    [comments]
#                    X      Y              name   <E>   low    high    number    -        +    
#====================================================================================================================================
# Ag02  AMS01     GeV  1/m2/sr/MeV       flux   0.265  0.22   0.31    154.e-2 13.4e-2  0.0   a    0.00  0.00   0.0 | 1.01  0.0   0.0 Table 4.8 linear sum errors
# ACEW  CRIS      MeV  1/cm2/sr/MeV      ratio 188.0 114.   310.      4.22e-2 0.36e-2  0.0   a   13.26  0.00   0.0 |13.-1  0.0   0.0
# |     |         |                      |      |      |     |        |      |         |     |   |                 |                 |
# | Reference key (4 characters) from which data was taken,  as in table at end
#       | Experiment name (or acronym to distinguish different results from same experiment)
#                 | units  (energy per nucleon) (MeV,GeV)
#                      | units of flux (cm2,m2/MeV,GeV)
#                                        | type of measurement: flux (for spectra e.g. for elements) or ratio (e.g. for B/C)
#                                               | mean energy as given by authors or computed from low,high
#                                                      | low energy of range
#                                                            | high energy of range
#                                                                     | flux or ratio value
#                                                                             | error bar -
#                                                                                       |error bar + (if 0.0 assumed symmetrical)
#                                                                                            | type of measurment: a=absolute, r=ratio 
#                                                                                                | secondary Z.A if ratio: up to 3 values to be combined.
#                                                                                                  A=-1 means all A for given Z e.g. 13.-1=Al elemental
#                                                                                                                  | primary Z.A if ratio, or isotope Z.A if spectrum 
#                                                                                                                    up to 3 values to be combined
#                                                                                                                    A=-1 means all A for given Z e.g. 13.-1=Al elemental
#                                                                                                                                   | free for comments on this entry
#
######################################################################################################################################################################
