proton
270.01 0.00332634
270.313 0.00331615
270.616 0.003306
270.919 0.00329588
271.222 0.00328581
271.525 0.00327578
271.828 0.00326579
272.131 0.00325583
272.433 0.00324592
272.736 0.00323604
273.039 0.0032262
273.342 0.0032164
273.645 0.00320664
273.948 0.00319691
274.251 0.00318723
274.554 0.00317758
274.857 0.00316797
275.16 0.0031584
275.463 0.00314886
275.766 0.00313936
276.069 0.0031299
276.372 0.00312048
276.674 0.00311109
276.977 0.00310175
277.28 0.00309243
277.583 0.00308316
277.886 0.00307392
278.189 0.00306471
278.492 0.00305555
278.795 0.00304642
279.098 0.00303732
279.401 0.00302826
279.704 0.00301924
280.007 0.00301025
280.31 0.0030013
280.613 0.00299238
280.915 0.0029835
281.218 0.00297466
281.521 0.00296585
281.824 0.00295707
282.127 0.00294833
282.43 0.00293962
282.733 0.00293095
283.036 0.00292231
283.339 0.00291371
283.642 0.00290514
283.945 0.0028966
284.248 0.0028881
284.551 0.00287963
284.854 0.0028712
285.156 0.00286279
285.459 0.00285443
285.762 0.00284609
286.065 0.00283779
286.368 0.00282952
286.671 0.00282128
286.974 0.00281308
287.277 0.00280491
287.58 0.00279677
287.883 0.00278867
288.186 0.00278059
288.489 0.00277255
288.792 0.00276454
289.095 0.00275656
289.397 0.00274862
289.7 0.0027407
290.003 0.00273282
290.306 0.00272497
290.609 0.00271715
290.912 0.00270936
291.215 0.0027016
291.518 0.00269387
291.821 0.00268617
292.124 0.00267851
292.427 0.00267087
292.73 0.00266327
293.033 0.00265569
293.336 0.00264814
293.638 0.00264063
293.941 0.00263314
294.244 0.00262569
294.547 0.00261826
294.85 0.00261086
295.153 0.00260349
295.456 0.00259615
295.759 0.00258884
296.062 0.00258156
296.365 0.00257431
296.668 0.00256709
296.971 0.00255989
297.274 0.00255272
297.577 0.00254559
297.879 0.00253847
298.182 0.00253139
298.485 0.00252434
298.788 0.00251731
299.091 0.00251031
299.394 0.00250334
299.697 0.0024964
300 0.00248948

