altitude[km]	temperature[k]	pressure[hPa]	depth[mg/cm2]	density[mg/cm3]	ndensity[#/cm3]	Hydrogen[%mass]	Helium[%mass]	Oxygen[%mass]	Nitrogen[%mass]	Argon[%mass]
68.7	232.202	0.10855	112.674	0.000162725	3.3851e+15		0	7.24866e-05	22.8234	75.8835	1.29312
68.6	232.65	0.110132	114.312	0.000164778	3.42779e+15		0	7.24859e-05	22.8287	75.8782	1.29305
68.5	233.098	0.111733	115.97	0.000166854	3.47095e+15		0	7.24853e-05	22.8341	75.8729	1.29298
68.4	233.546	0.113354	117.649	0.000168951	3.51456e+15		0	7.24846e-05	22.8394	75.8676	1.29291
68.3	233.994	0.114996	119.349	0.000171072	3.55864e+15		0	7.2484e-05	22.8448	75.8623	1.29284
68.2	234.442	0.116659	121.07	0.000173215	3.6032e+15		0	7.24833e-05	22.8501	75.857	1.29277
68.1	234.889	0.118342	122.813	0.000175381	3.64823e+15		0	7.24827e-05	22.8555	75.8517	1.2927
68	235.336	0.120046	124.578	0.00017757	3.69374e+15		0	7.24821e-05	22.8608	75.8465	1.29263
67.9	235.783	0.121772	126.365	0.000179782	3.73974e+15		0	7.24814e-05	22.8662	75.8412	1.29256
67.8	236.23	0.123519	128.174	0.000182018	3.78623e+15		0	7.24808e-05	22.8716	75.8359	1.29249
67.7	236.676	0.125289	130.005	0.000184278	3.83321e+15		0	7.24801e-05	22.8769	75.8306	1.29242
67.6	237.122	0.12708	131.859	0.000186562	3.8807e+15		0	7.24795e-05	22.8823	75.8253	1.29235
67.5	237.568	0.128893	133.736	0.00018887	3.92868e+15		0	7.24788e-05	22.8876	75.82	1.29228
67.4	238.014	0.130729	135.637	0.000191203	3.97718e+15		0	7.24782e-05	22.893	75.8148	1.29221
67.3	238.459	0.132587	137.561	0.00019356	4.02619e+15		0	7.24775e-05	22.8983	75.8095	1.29214
67.2	238.904	0.134469	139.508	0.000195943	4.07572e+15		0	7.24769e-05	22.9037	75.8042	1.29207
67.1	239.348	0.136373	141.48	0.000198351	4.12577e+15		0	7.24763e-05	22.909	75.7989	1.292
67	239.792	0.138301	143.475	0.000200784	4.17636e+15		0	7.24756e-05	22.9143	75.7936	1.29193
66.9	240.236	0.140253	145.495	0.000203243	4.22747e+15		0	7.2475e-05	22.9197	75.7884	1.29186
66.8	240.679	0.142229	147.54	0.000205728	4.27913e+15		0	7.24743e-05	22.925	75.7831	1.29179
66.7	241.121	0.144229	149.61	0.000208239	4.33134e+15		0	7.24737e-05	22.9304	75.7778	1.29172
66.6	241.563	0.146253	151.705	0.000210777	4.38409e+15		0	7.2473e-05	22.9357	75.7725	1.29165
66.5	242.005	0.148302	153.826	0.000213341	4.4374e+15		0	7.24724e-05	22.9411	75.7673	1.29158
66.4	242.446	0.150376	155.972	0.000215933	4.49127e+15		0	7.24717e-05	22.9464	75.762	1.29152
66.3	242.887	0.152475	158.144	0.000218551	4.54571e+15		0	7.24711e-05	22.9518	75.7567	1.29145
66.2	243.327	0.1546	160.343	0.000221198	4.60073e+15		0	7.24705e-05	22.9571	75.7515	1.29138
66.1	243.766	0.156751	162.568	0.000223872	4.65631e+15		0	7.24698e-05	22.9624	75.7462	1.29131
66	244.205	0.158927	164.821	0.000226574	4.71249e+15		0	7.24692e-05	22.9678	75.7409	1.29124
65.9	244.643	0.16113	167.1	0.000229305	4.76925e+15		0	7.24685e-05	22.9731	75.7357	1.29117
65.8	245.08	0.16336	169.407	0.000232064	4.82661e+15		0	7.24679e-05	22.9784	75.7304	1.2911
65.7	245.517	0.165616	171.741	0.000234853	4.88457e+15		0	7.24672e-05	22.9838	75.7251	1.29103
65.6	245.953	0.1679	174.104	0.00023767	4.94314e+15		0	7.24666e-05	22.9891	75.7198	1.29096
65.5	246.389	0.170211	176.495	0.000240517	5.00232e+15		0	7.2466e-05	22.9945	75.7146	1.29089
65.4	246.823	0.172549	178.914	0.000243394	5.06213e+15		0	7.24653e-05	22.9998	75.7093	1.29082
65.3	247.257	0.174916	181.363	0.000246302	5.12256e+15		0	7.24647e-05	23.0051	75.7041	1.29075
65.2	247.69	0.177311	183.84	0.000249239	5.18362e+15		0	7.2464e-05	23.0105	75.6988	1.29068
65.1	248.122	0.179735	186.348	0.000252208	5.24533e+15		0	7.24634e-05	23.0158	75.6935	1.29061
65	248.554	0.182187	188.885	0.000255207	5.30767e+15		0	7.24627e-05	23.0211	75.6883	1.29054
64.9	248.984	0.184669	191.452	0.000258238	5.37067e+15		0	7.24621e-05	23.0265	75.683	1.29047
64.8	249.414	0.18718	194.05	0.000261301	5.43433e+15		0	7.24615e-05	23.0318	75.6777	1.2904
64.7	249.843	0.189722	196.678	0.000264396	5.49866e+15		0	7.24608e-05	23.0371	75.6725	1.29033
64.6	250.27	0.192293	199.338	0.000267523	5.56366e+15		0	7.24602e-05	23.0424	75.6672	1.29026
64.5	250.697	0.194895	202.029	0.000270683	5.62934e+15		0	7.24595e-05	23.0478	75.662	1.29019
64.4	251.123	0.197528	204.751	0.000273876	5.69571e+15		0	7.24589e-05	23.0531	75.6567	1.29012
64.3	251.548	0.200191	207.506	0.000277102	5.76276e+15		0	7.24582e-05	23.0584	75.6514	1.29006
64.2	251.972	0.202887	210.293	0.000280363	5.83053e+15		0	7.24576e-05	23.0638	75.6462	1.28999
64.1	252.394	0.205613	213.114	0.000283657	5.899e+15		0	7.2457e-05	23.0691	75.6409	1.28992
64	252.816	0.208372	215.967	0.000286986	5.96819e+15		0	7.24563e-05	23.0744	75.6357	1.28985
63.9	253.236	0.211164	218.853	0.000290349	6.0381e+15		0	7.24557e-05	23.0797	75.6304	1.28978
63.8	253.656	0.213988	221.774	0.000293748	6.10874e+15		0	7.2455e-05	23.085	75.6252	1.28971
63.7	254.074	0.216846	224.728	0.000297183	6.18012e+15		0	7.24544e-05	23.0904	75.6199	1.28964
63.6	254.491	0.219737	227.718	0.000300653	6.25225e+15		0	7.24537e-05	23.0957	75.6147	1.28957
63.5	254.907	0.222661	230.742	0.00030416	6.32513e+15		0	7.24531e-05	23.101	75.6094	1.2895
63.4	255.321	0.22562	233.801	0.000307703	6.39877e+15		0	7.24525e-05	23.1063	75.6042	1.28943
63.3	255.735	0.228614	236.896	0.000311284	6.47319e+15		0	7.24518e-05	23.1117	75.5989	1.28936
63.2	256.147	0.231642	240.027	0.000314902	6.54839e+15		0	7.24512e-05	23.117	75.5937	1.28929
63.1	256.557	0.234706	243.194	0.000318558	6.62438e+15		0	7.24505e-05	23.1223	75.5884	1.28922
63	256.967	0.237805	246.398	0.000322253	6.70116e+15		0	7.24499e-05	23.1276	75.5832	1.28915
62.9	257.375	0.24094	249.639	0.000325986	6.77874e+15		0	7.24493e-05	23.1329	75.5779	1.28908
62.8	257.781	0.244112	252.918	0.000329758	6.85714e+15		0	7.24486e-05	23.1382	75.5727	1.28902
62.7	258.187	0.24732	256.234	0.00033357	6.93637e+15		0	7.2448e-05	23.1436	75.5674	1.28895
62.6	258.59	0.250566	259.589	0.000337422	7.01642e+15		0	7.24473e-05	23.1489	75.5622	1.28888
62.5	258.993	0.253849	262.983	0.000341315	7.09732e+15		0	7.24467e-05	23.1542	75.5569	1.28881
62.4	259.393	0.257158	266.416	0.00034523	7.17872e+15		0	7.24467e-05	23.1542	75.5569	1.28881
62.3	259.793	0.260505	269.888	0.000349185	7.26097e+15		0	7.24467e-05	23.1542	75.5569	1.28881
62.2	260.19	0.26389	273.4	0.000353182	7.34409e+15		0	7.24467e-05	23.1542	75.5569	1.28881
62.1	260.586	0.267314	276.952	0.000357221	7.42808e+15		0	7.24467e-05	23.1542	75.5569	1.28881
62	260.981	0.270777	280.544	0.000361303	7.51294e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.9	261.374	0.27428	284.178	0.000365427	7.5987e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.8	261.765	0.277823	287.853	0.000369594	7.68536e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.7	262.154	0.281407	291.57	0.000373805	7.77292e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.6	262.542	0.285031	295.329	0.000378061	7.86141e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.5	262.928	0.288697	299.131	0.000382361	7.95083e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.4	263.312	0.292405	302.976	0.000386707	8.04119e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.3	263.694	0.296155	306.865	0.000391098	8.13251e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.2	264.075	0.299947	310.798	0.000395536	8.22478e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61.1	264.454	0.303783	314.776	0.00040002	8.31803e+15		0	7.24467e-05	23.1542	75.5569	1.28881
61	264.83	0.307663	318.799	0.000404552	8.41227e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.9	265.205	0.311586	322.867	0.000409132	8.5075e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.8	265.578	0.315554	326.982	0.00041376	8.60374e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.7	265.949	0.319567	331.143	0.000418437	8.701e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.6	266.318	0.323625	335.351	0.000423165	8.7993e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.5	266.685	0.327729	339.606	0.000427942	8.89864e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.4	267.05	0.33188	343.91	0.00043277	8.99903e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.3	267.412	0.336078	348.262	0.000437649	9.10049e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.2	267.773	0.340323	352.663	0.000442581	9.20304e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60.1	268.131	0.344616	357.114	0.000447565	9.30668e+15		0	7.24467e-05	23.1542	75.5569	1.28881
60	268.488	0.348958	361.614	0.000452602	9.41142e+15		0	7.24467e-05	23.1542	75.5569	1.28881
59.9	268.842	0.353348	366.166	0.000457693	9.51728e+15		0	7.24467e-05	23.1542	75.5569	1.28881
59.8	269.193	0.357788	370.768	0.000462839	9.62428e+15		0	7.24467e-05	23.1542	75.5569	1.28881
59.7	269.543	0.362279	375.423	0.000468039	9.73243e+15		0	7.24467e-05	23.1542	75.5569	1.28881
59.6	269.89	0.366819	380.129	0.000473296	9.84174e+15		0	7.24467e-05	23.1542	75.5569	1.28881
59.5	270.235	0.371411	384.889	0.000478609	9.95222e+15		0	7.24467e-05	23.1542	75.5569	1.28881
59.4	270.577	0.376055	389.702	0.00048398	1.00639e+16		0	7.24467e-05	23.1542	75.5569	1.28881
59.3	270.917	0.38075	394.569	0.000489408	1.01768e+16		0	7.24467e-05	23.1542	75.5569	1.28881
59.2	271.255	0.385499	399.49	0.000494895	1.02909e+16		0	7.24467e-05	23.1542	75.5569	1.28881
59.1	271.59	0.390301	404.467	0.000500441	1.04062e+16		0	7.24467e-05	23.1542	75.5569	1.28881
59	271.923	0.395157	409.499	0.000506047	1.05228e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.9	272.253	0.400067	414.588	0.000511714	1.06406e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.8	272.581	0.405033	419.734	0.000517443	1.07597e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.7	272.906	0.410054	424.937	0.000523233	1.08801e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.6	273.229	0.415132	430.198	0.000529087	1.10019e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.5	273.549	0.420266	435.519	0.000535005	1.11249e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.4	273.866	0.425458	440.899	0.000540987	1.12493e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.3	274.18	0.430709	446.339	0.000547035	1.13751e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.2	274.492	0.436018	451.84	0.000553149	1.15022e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58.1	274.801	0.441387	457.402	0.00055933	1.16307e+16		0	7.24467e-05	23.1542	75.5569	1.28881
58	275.108	0.446816	463.027	0.000565579	1.17607e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.9	275.411	0.452306	468.714	0.000571897	1.1892e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.8	275.712	0.457857	474.465	0.000578285	1.20249e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.7	276.01	0.46347	480.28	0.000584743	1.21592e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.6	276.305	0.469147	486.16	0.000591273	1.2295e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.5	276.597	0.474886	492.105	0.000597875	1.24322e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.4	276.886	0.48069	498.118	0.00060455	1.2571e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.3	277.172	0.48656	504.197	0.0006113	1.27114e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.2	277.455	0.492494	510.344	0.000618125	1.28533e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57.1	277.735	0.498496	516.559	0.000625027	1.29968e+16		0	7.24467e-05	23.1542	75.5569	1.28881
57	278.012	0.504564	522.845	0.000632005	1.31419e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.9	278.286	0.5107	529.2	0.000639062	1.32887e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.8	278.556	0.516906	535.626	0.000646198	1.34371e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.7	278.824	0.52318	542.124	0.000653414	1.35871e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.6	279.088	0.529525	548.695	0.000660712	1.37389e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.5	279.35	0.535941	555.339	0.000668092	1.38923e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.4	279.607	0.542429	562.057	0.000675556	1.40475e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.3	279.862	0.548989	568.85	0.000683104	1.42045e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.2	280.114	0.555623	575.719	0.000690738	1.43632e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56.1	280.362	0.562332	582.665	0.00069846	1.45238e+16		0	7.24467e-05	23.1542	75.5569	1.28881
56	280.606	0.569115	589.689	0.000706269	1.46862e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.9	280.848	0.575975	596.791	0.000714167	1.48504e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.8	281.086	0.582911	603.972	0.000722156	1.50165e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.7	281.32	0.589926	611.234	0.000730237	1.51846e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.6	281.551	0.597019	618.577	0.000738411	1.53545e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.5	281.779	0.604192	626.003	0.000746679	1.55265e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.4	282.003	0.611445	633.511	0.000755042	1.57004e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.3	282.223	0.61878	641.104	0.000763503	1.58763e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.2	282.44	0.626197	648.782	0.000772061	1.60543e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55.1	282.654	0.633698	656.545	0.000780719	1.62343e+16		0	7.24467e-05	23.1542	75.5569	1.28881
55	282.863	0.641282	664.396	0.000789478	1.64164e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.9	283.069	0.648953	672.335	0.000798339	1.66007e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.8	283.272	0.65671	680.363	0.000807304	1.67871e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.7	283.471	0.664553	688.482	0.000816374	1.69757e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.6	283.666	0.672486	696.691	0.00082555	1.71665e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.5	283.857	0.680508	704.993	0.000834834	1.73596e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.4	284.045	0.68862	713.388	0.000844227	1.75549e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.3	284.23	0.696824	721.878	0.000853731	1.77525e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.2	284.41	0.705121	730.463	0.000863347	1.79525e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54.1	284.587	0.713511	739.145	0.000873077	1.81548e+16		0	7.24467e-05	23.1542	75.5569	1.28881
54	284.761	0.721996	747.925	0.000882921	1.83595e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.9	284.931	0.730577	756.804	0.000892882	1.85666e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.8	285.097	0.739256	765.783	0.000902962	1.87762e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.7	285.26	0.748032	774.864	0.000913161	1.89883e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.6	285.419	0.756908	784.047	0.000923481	1.92029e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.5	285.574	0.765885	793.334	0.000933924	1.94201e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.4	285.726	0.774963	802.726	0.000944492	1.96398e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.3	285.875	0.784144	812.224	0.000955186	1.98622e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.2	286.019	0.79343	821.83	0.000966007	2.00872e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53.1	286.161	0.802821	831.545	0.000976959	2.03149e+16		0	7.24467e-05	23.1542	75.5569	1.28881
53	286.299	0.812319	841.37	0.000988041	2.05454e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.9	286.433	0.821925	851.306	0.000999257	2.07786e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.8	286.563	0.831641	861.355	0.00101061	2.10146e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.7	286.691	0.841467	871.519	0.00102209	2.12535e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.6	286.814	0.851405	881.798	0.00103372	2.14952e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.5	286.935	0.861457	892.194	0.00104549	2.17399e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.4	287.051	0.871623	902.708	0.00105739	2.19875e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.3	287.165	0.881906	913.342	0.00106945	2.22381e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.2	287.274	0.892306	924.097	0.00108164	2.24917e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52.1	287.381	0.902825	934.975	0.00109399	2.27485e+16		0	7.24467e-05	23.1542	75.5569	1.28881
52	287.484	0.913464	945.978	0.00110649	2.30083e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.9	287.583	0.924226	957.106	0.00111913	2.32713e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.8	287.68	0.935111	968.361	0.00113194	2.35375e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.7	287.772	0.94612	979.745	0.00114489	2.3807e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.6	287.862	0.957257	991.259	0.00115801	2.40797e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.5	287.948	0.968521	1002.91	0.00117129	2.43558e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.4	288.03	0.979914	1014.69	0.00118472	2.46352e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.3	288.11	0.991439	1026.6	0.00119833	2.49181e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.2	288.186	1.0031	1038.65	0.0012121	2.52044e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51.1	288.258	1.01489	1050.84	0.00122604	2.54943e+16		0	7.24467e-05	23.1542	75.5569	1.28881
51	288.328	1.02682	1063.17	0.00124015	2.57877e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.9	288.394	1.03888	1075.65	0.00125443	2.60847e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.8	288.457	1.05109	1088.26	0.0012689	2.63855e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.7	288.516	1.06343	1101.03	0.00128353	2.66899e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.6	288.573	1.07592	1113.93	0.00129835	2.6998e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.5	288.626	1.08856	1126.99	0.00131336	2.731e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.4	288.676	1.10134	1140.2	0.00132855	2.76259e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.3	288.723	1.11427	1153.56	0.00134393	2.79456e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.2	288.766	1.12734	1167.08	0.00135949	2.82694e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50.1	288.807	1.14057	1180.76	0.00137526	2.85971e+16		0	7.24467e-05	23.1542	75.5569	1.28881
50	288.844	1.15396	1194.59	0.00139122	2.8929e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.9	288.878	1.1675	1208.58	0.00140737	2.9265e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.8	288.91	1.1812	1222.74	0.00142373	2.96051e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.7	288.938	1.19506	1237.06	0.00144029	2.99495e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.6	288.963	1.20907	1251.54	0.00145707	3.02983e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.5	288.985	1.22326	1266.2	0.00147405	3.06514e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.4	289.004	1.23761	1281.02	0.00149124	3.10089e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.3	289.019	1.25212	1296.02	0.00150865	3.13709e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.2	289.032	1.26681	1311.2	0.00152627	3.17374e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49.1	289.042	1.28167	1326.55	0.00154412	3.21086e+16		0	7.24467e-05	23.1542	75.5569	1.28881
49	289.05	1.2967	1342.08	0.0015622	3.24844e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.9	289.054	1.31191	1357.79	0.0015805	3.28649e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.8	289.055	1.3273	1373.69	0.00159903	3.32503e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.7	289.053	1.34287	1389.78	0.0016178	3.36405e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.6	289.049	1.35862	1406.05	0.0016368	3.40357e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.5	289.041	1.37456	1422.51	0.00165604	3.44359e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.4	289.031	1.39069	1439.17	0.00167553	3.48411e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.3	289.018	1.40701	1456.02	0.00169527	3.52515e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.2	289.002	1.42352	1473.08	0.00171525	3.5667e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48.1	288.984	1.44022	1490.33	0.00173549	3.60879e+16		0	7.24467e-05	23.1542	75.5569	1.28881
48	288.963	1.45712	1507.79	0.00175599	3.65141e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.9	288.939	1.47423	1525.45	0.00177675	3.69458e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.8	288.912	1.49153	1543.32	0.00179777	3.73829e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.7	288.883	1.50904	1561.41	0.00181906	3.78257e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.6	288.851	1.52676	1579.7	0.00184063	3.82741e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.5	288.816	1.54469	1598.22	0.00186247	3.87282e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.4	288.779	1.56284	1616.96	0.00188458	3.91881e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.3	288.739	1.5812	1635.91	0.00190699	3.9654e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.2	288.697	1.59977	1655.1	0.00192968	4.01258e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47.1	288.652	1.61857	1674.51	0.00195266	4.06036e+16		0	7.24467e-05	23.1542	75.5569	1.28881
47	288.604	1.6376	1694.15	0.00197593	4.10876e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.9	288.554	1.65685	1714.03	0.00199951	4.15779e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.8	288.502	1.67633	1734.14	0.00202339	4.20744e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.7	288.447	1.69605	1754.5	0.00204758	4.25774e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.6	288.39	1.716	1775.09	0.00207208	4.30868e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.5	288.33	1.73619	1795.94	0.00209689	4.36028e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.4	288.268	1.75663	1817.03	0.00212203	4.41255e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.3	288.203	1.77731	1838.38	0.00214749	4.4655e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.2	288.137	1.79824	1859.98	0.00217328	4.51913e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46.1	288.068	1.81942	1881.85	0.00219941	4.57346e+16		0	7.24467e-05	23.1542	75.5569	1.28881
46	287.996	1.84086	1903.97	0.00222587	4.62849e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.9	287.922	1.86255	1926.37	0.00225268	4.68424e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.8	287.847	1.88451	1949.03	0.00227984	4.74071e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.7	287.768	1.90673	1971.96	0.00230735	4.79792e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.6	287.688	1.92922	1995.18	0.00233522	4.85587e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.5	287.606	1.95199	2018.67	0.00236345	4.91457e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.4	287.521	1.97503	2042.45	0.00239205	4.97405e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.3	287.434	1.99835	2066.51	0.00242103	5.0343e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.2	287.345	2.02195	2090.87	0.00245038	5.09534e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45.1	287.255	2.04584	2115.52	0.00248012	5.15717e+16		0	7.24467e-05	23.1542	75.5569	1.28881
45	287.162	2.07002	2140.47	0.00251025	5.21982e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.9	287.067	2.0945	2165.73	0.00254077	5.28329e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.8	286.969	2.11928	2191.29	0.00257169	5.34759e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.7	286.87	2.14435	2217.16	0.00260302	5.41273e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.6	286.769	2.16974	2243.35	0.00263477	5.47874e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.5	286.666	2.19543	2269.86	0.00266693	5.54561e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.4	286.561	2.22144	2296.69	0.00269951	5.61337e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.3	286.454	2.24777	2323.85	0.00273253	5.68203e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.2	286.344	2.27442	2351.34	0.00276598	5.75159e+16		0	7.24467e-05	23.1542	75.5569	1.28881
44.1	286.233	2.3014	2379.17	0.00279988	5.82208e+16		0	7.24467e-05	23.1542	75.5569	1.28881
