altitude[km]	temperature[k]	pressure[hPa]	depth[mg/cm2]	density[mg/cm3]	ndensity[#/cm3]	Hydrogen[%mass]	Helium[%mass]	Oxygen[%mass]	Nitrogen[%mass]	Argon[%mass]
393.7	1285.01	2.64089e-08	2.39452e-05	4.66325e-12	1.48816e+08		0.00115385	0.0700375	62.6246	37.2927	0.0115378
393.6	1285	2.64496e-08	2.39919e-05	4.67104e-12	1.49046e+08		0.00115202	0.0699438	62.6034	37.314	0.0115564
393.5	1284.99	2.64904e-08	2.40386e-05	4.67885e-12	1.49277e+08		0.0011502	0.0698502	62.5821	37.3353	0.0115749
393.4	1284.98	2.65313e-08	2.40855e-05	4.68667e-12	1.49509e+08		0.00114838	0.0697567	62.5608	37.3567	0.0115935
393.3	1284.98	2.65722e-08	2.41324e-05	4.69451e-12	1.4974e+08		0.00114656	0.0696633	62.5396	37.378	0.0116121
393.2	1284.97	2.66132e-08	2.41794e-05	4.70235e-12	1.49972e+08		0.00114474	0.0695701	62.5183	37.3994	0.0116307
393.1	1284.96	2.66542e-08	2.42264e-05	4.71022e-12	1.50205e+08		0.00114293	0.0694769	62.497	37.4207	0.0116494
393	1284.95	2.66953e-08	2.42736e-05	4.7181e-12	1.50438e+08		0.00114112	0.0693839	62.4757	37.4421	0.0116681
392.9	1284.94	2.67365e-08	2.43208e-05	4.72599e-12	1.50671e+08		0.00113931	0.0692909	62.4544	37.4635	0.0116868
392.8	1284.93	2.67778e-08	2.43681e-05	4.7339e-12	1.50905e+08		0.00113751	0.0691981	62.4331	37.4849	0.0117055
392.7	1284.92	2.68191e-08	2.44155e-05	4.74183e-12	1.51139e+08		0.00113571	0.0691053	62.4118	37.5063	0.0117243
392.6	1284.91	2.68605e-08	2.44629e-05	4.74977e-12	1.51373e+08		0.00113391	0.0690127	62.3904	37.5277	0.0117431
392.5	1284.9	2.6902e-08	2.45105e-05	4.75772e-12	1.51608e+08		0.00113211	0.0689202	62.3691	37.5491	0.0117619
392.4	1284.89	2.69436e-08	2.45581e-05	4.76569e-12	1.51844e+08		0.00113031	0.0688277	62.3478	37.5705	0.0117808
392.3	1284.88	2.69852e-08	2.46058e-05	4.77367e-12	1.52079e+08		0.00112852	0.0687354	62.3264	37.5919	0.0117997
392.2	1284.87	2.70268e-08	2.46535e-05	4.78167e-12	1.52315e+08		0.00112673	0.0686432	62.3051	37.6133	0.0118186
392.1	1284.86	2.70686e-08	2.47014e-05	4.78968e-12	1.52552e+08		0.00112494	0.0685511	62.2837	37.6347	0.0118375
392	1284.85	2.71104e-08	2.47493e-05	4.79771e-12	1.52789e+08		0.00112316	0.0684591	62.2624	37.6562	0.0118565
391.9	1284.84	2.71523e-08	2.47974e-05	4.80575e-12	1.53026e+08		0.00112137	0.0683672	62.241	37.6776	0.0118755
391.8	1284.83	2.71943e-08	2.48455e-05	4.81381e-12	1.53264e+08		0.00111959	0.0682754	62.2196	37.6991	0.0118945
391.7	1284.82	2.72364e-08	2.48936e-05	4.82188e-12	1.53502e+08		0.00111782	0.0681837	62.1983	37.7205	0.0119136
391.6	1284.81	2.72785e-08	2.49419e-05	4.82997e-12	1.53741e+08		0.00111604	0.0680921	62.1769	37.742	0.0119326
391.5	1284.8	2.73207e-08	2.49902e-05	4.83807e-12	1.5398e+08		0.00111427	0.0680006	62.1555	37.7635	0.0119517
391.4	1284.79	2.73629e-08	2.50387e-05	4.84619e-12	1.54219e+08		0.0011125	0.0679092	62.1341	37.7849	0.0119709
391.3	1284.78	2.74053e-08	2.50872e-05	4.85432e-12	1.54459e+08		0.00111073	0.0678179	62.1127	37.8064	0.0119901
391.2	1284.77	2.74476e-08	2.51357e-05	4.86247e-12	1.54699e+08		0.00110897	0.0677267	62.0913	37.8279	0.0120092
391.1	1284.76	2.74901e-08	2.51844e-05	4.87063e-12	1.5494e+08		0.0011072	0.0676357	62.0698	37.8494	0.0120285
391	1284.75	2.75327e-08	2.52332e-05	4.87881e-12	1.55181e+08		0.00110544	0.0675447	62.0484	37.8709	0.0120477
390.9	1284.74	2.75753e-08	2.5282e-05	4.887e-12	1.55422e+08		0.00110369	0.0674538	62.027	37.8924	0.012067
390.8	1284.73	2.7618e-08	2.53309e-05	4.89521e-12	1.55664e+08		0.00110193	0.067363	62.0055	37.9139	0.0120863
390.7	1284.72	2.76608e-08	2.53799e-05	4.90343e-12	1.55906e+08		0.00110018	0.0672724	61.9841	37.9354	0.0121057
390.6	1284.71	2.77036e-08	2.5429e-05	4.91167e-12	1.56149e+08		0.00109843	0.0671818	61.9627	37.9569	0.012125
390.5	1284.7	2.77465e-08	2.54781e-05	4.91993e-12	1.56392e+08		0.00109668	0.0670913	61.9412	37.9785	0.0121444
390.4	1284.68	2.77895e-08	2.55274e-05	4.9282e-12	1.56636e+08		0.00109493	0.067001	61.9197	38	0.0121639
390.3	1284.67	2.78326e-08	2.55767e-05	4.93648e-12	1.5688e+08		0.00109319	0.0669107	61.8983	38.0216	0.0121833
390.2	1284.66	2.78757e-08	2.56261e-05	4.94478e-12	1.57124e+08		0.00109145	0.0668206	61.8768	38.0431	0.0122028
390.1	1284.65	2.79189e-08	2.56756e-05	4.9531e-12	1.57369e+08		0.00108971	0.0667305	61.8553	38.0647	0.0122223
390	1284.64	2.79622e-08	2.57252e-05	4.96143e-12	1.57614e+08		0.00108798	0.0666406	61.8338	38.0862	0.0122419
389.9	1284.63	2.80055e-08	2.57748e-05	4.96978e-12	1.5786e+08		0.00108624	0.0665507	61.8123	38.1078	0.0122614
389.8	1284.62	2.8049e-08	2.58245e-05	4.97815e-12	1.58106e+08		0.00108451	0.066461	61.7908	38.1294	0.012281
389.7	1284.61	2.80925e-08	2.58744e-05	4.98652e-12	1.58352e+08		0.00108278	0.0663713	61.7693	38.1509	0.0123007
389.6	1284.6	2.8136e-08	2.59243e-05	4.99492e-12	1.58599e+08		0.00108106	0.0662818	61.7478	38.1725	0.0123203
389.5	1284.59	2.81797e-08	2.59743e-05	5.00333e-12	1.58847e+08		0.00107933	0.0661923	61.7263	38.1941	0.01234
389.4	1284.58	2.82234e-08	2.60243e-05	5.01175e-12	1.59094e+08		0.00107761	0.066103	61.7047	38.2157	0.0123597
389.3	1284.57	2.82672e-08	2.60745e-05	5.0202e-12	1.59343e+08		0.00107589	0.0660138	61.6832	38.2373	0.0123795
389.2	1284.56	2.83111e-08	2.61247e-05	5.02865e-12	1.59591e+08		0.00107418	0.0659246	61.6617	38.2589	0.0123993
389.1	1284.55	2.83551e-08	2.61751e-05	5.03713e-12	1.5984e+08		0.00107246	0.0658356	61.6401	38.2806	0.0124191
389	1284.54	2.83991e-08	2.62255e-05	5.04561e-12	1.6009e+08		0.00107075	0.0657467	61.6186	38.3022	0.0124389
388.9	1284.53	2.84432e-08	2.6276e-05	5.05412e-12	1.6034e+08		0.00106904	0.0656578	61.597	38.3238	0.0124588
388.8	1284.52	2.84874e-08	2.63266e-05	5.06264e-12	1.6059e+08		0.00106734	0.0655691	61.5754	38.3454	0.0124787
388.7	1284.51	2.85316e-08	2.63772e-05	5.07118e-12	1.60841e+08		0.00106563	0.0654805	61.5539	38.3671	0.0124986
388.6	1284.5	2.8576e-08	2.6428e-05	5.07973e-12	1.61092e+08		0.00106393	0.0653919	61.5323	38.3887	0.0125185
388.5	1284.49	2.86204e-08	2.64788e-05	5.0883e-12	1.61344e+08		0.00106223	0.0653035	61.5107	38.4104	0.0125385
388.4	1284.48	2.86649e-08	2.65298e-05	5.09688e-12	1.61596e+08		0.00106054	0.0652152	61.4891	38.432	0.0125585
388.3	1284.46	2.87094e-08	2.65808e-05	5.10549e-12	1.61849e+08		0.00105884	0.0651269	61.4675	38.4537	0.0125786
388.2	1284.45	2.87541e-08	2.66319e-05	5.1141e-12	1.62101e+08		0.00105715	0.0650388	61.4459	38.4754	0.0125987
388.1	1284.44	2.87988e-08	2.66831e-05	5.12273e-12	1.62355e+08		0.00105546	0.0649508	61.4243	38.4971	0.0126188
388	1284.43	2.88436e-08	2.67343e-05	5.13138e-12	1.62609e+08		0.00105377	0.0648629	61.4027	38.5187	0.0126389
387.9	1284.42	2.88884e-08	2.67857e-05	5.14005e-12	1.62863e+08		0.00105209	0.064775	61.3811	38.5404	0.0126591
387.8	1284.41	2.89334e-08	2.68371e-05	5.14873e-12	1.63118e+08		0.0010504	0.0646873	61.3595	38.5621	0.0126793
387.7	1284.4	2.89784e-08	2.68887e-05	5.15743e-12	1.63373e+08		0.00104872	0.0645997	61.3378	38.5838	0.0126995
387.6	1284.39	2.90235e-08	2.69403e-05	5.16614e-12	1.63629e+08		0.00104705	0.0645122	61.3162	38.6055	0.0127197
387.5	1284.38	2.90687e-08	2.6992e-05	5.17488e-12	1.63885e+08		0.00104537	0.0644247	61.2945	38.6273	0.01274
387.4	1284.37	2.91139e-08	2.70438e-05	5.18362e-12	1.64141e+08		0.0010437	0.0643374	61.2729	38.649	0.0127603
387.3	1284.36	2.91593e-08	2.70957e-05	5.19239e-12	1.64398e+08		0.00104203	0.0642502	61.2512	38.6707	0.0127807
387.2	1284.35	2.92047e-08	2.71476e-05	5.20117e-12	1.64656e+08		0.00104036	0.064163	61.2296	38.6924	0.012801
387.1	1284.33	2.92502e-08	2.71997e-05	5.20996e-12	1.64914e+08		0.00103869	0.064076	61.2079	38.7142	0.0128215
387	1284.32	2.92957e-08	2.72518e-05	5.21878e-12	1.65172e+08		0.00103703	0.0639891	61.1862	38.7359	0.0128419
386.9	1284.31	2.93414e-08	2.73041e-05	5.22761e-12	1.65431e+08		0.00103537	0.0639022	61.1645	38.7577	0.0128624
386.8	1284.3	2.93871e-08	2.73564e-05	5.23645e-12	1.6569e+08		0.00103371	0.0638155	61.1428	38.7794	0.0128829
386.7	1284.29	2.94329e-08	2.74088e-05	5.24531e-12	1.65949e+08		0.00103205	0.0637289	61.1212	38.8012	0.0129034
386.6	1284.28	2.94788e-08	2.74613e-05	5.25419e-12	1.6621e+08		0.0010304	0.0636423	61.0995	38.8229	0.0129239
386.5	1284.27	2.95247e-08	2.75139e-05	5.26309e-12	1.6647e+08		0.00102874	0.0635559	61.0777	38.8447	0.0129445
386.4	1284.26	2.95708e-08	2.75665e-05	5.272e-12	1.66731e+08		0.00102709	0.0634696	61.056	38.8665	0.0129651
386.3	1284.25	2.96169e-08	2.76193e-05	5.28093e-12	1.66993e+08		0.00102545	0.0633833	61.0343	38.8883	0.0129858
386.2	1284.24	2.96631e-08	2.76722e-05	5.28988e-12	1.67255e+08		0.0010238	0.0632972	61.0126	38.9101	0.0130065
386.1	1284.22	2.97094e-08	2.77251e-05	5.29884e-12	1.67517e+08		0.00102216	0.0632112	60.9909	38.9319	0.0130272
386	1284.21	2.97557e-08	2.77781e-05	5.30782e-12	1.6778e+08		0.00102052	0.0631252	60.9691	38.9537	0.0130479
385.9	1284.2	2.98022e-08	2.78313e-05	5.31682e-12	1.68043e+08		0.00101888	0.0630394	60.9474	38.9755	0.0130687
385.8	1284.19	2.98487e-08	2.78845e-05	5.32584e-12	1.68307e+08		0.00101724	0.0629536	60.9256	38.9973	0.0130895
385.7	1284.18	2.98953e-08	2.79378e-05	5.33486e-12	1.68571e+08		0.00101561	0.062868	60.9039	39.0191	0.0131103
385.6	1284.17	2.9942e-08	2.79912e-05	5.34391e-12	1.68836e+08		0.00101398	0.0627824	60.8821	39.041	0.0131312
385.5	1284.16	2.99887e-08	2.80447e-05	5.35298e-12	1.69101e+08		0.00101235	0.062697	60.8604	39.0628	0.0131521
385.4	1284.15	3.00356e-08	2.80982e-05	5.36206e-12	1.69367e+08		0.00101073	0.0626116	60.8386	39.0846	0.013173
385.3	1284.14	3.00825e-08	2.81519e-05	5.37116e-12	1.69633e+08		0.0010091	0.0625263	60.8168	39.1065	0.013194
385.2	1284.12	3.01295e-08	2.82057e-05	5.38028e-12	1.69899e+08		0.00100748	0.0624412	60.795	39.1283	0.013215
385.1	1284.11	3.01766e-08	2.82595e-05	5.38941e-12	1.70166e+08		0.00100586	0.0623561	60.7732	39.1502	0.013236
385	1284.1	3.02237e-08	2.83134e-05	5.39856e-12	1.70434e+08		0.00100424	0.0622712	60.7514	39.172	0.013257
384.9	1284.09	3.0271e-08	2.83675e-05	5.40773e-12	1.70702e+08		0.00100263	0.0621863	60.7296	39.1939	0.0132781
384.8	1284.08	3.03183e-08	2.84216e-05	5.41692e-12	1.7097e+08		0.00100101	0.0621015	60.7078	39.2158	0.0132992
384.7	1284.07	3.03657e-08	2.84758e-05	5.42612e-12	1.71239e+08		0.000999405	0.0620169	60.686	39.2377	0.0133204
384.6	1284.06	3.04132e-08	2.85301e-05	5.43534e-12	1.71508e+08		0.000997796	0.0619323	60.6642	39.2595	0.0133415
384.5	1284.04	3.04608e-08	2.85845e-05	5.44458e-12	1.71778e+08		0.00099619	0.0618478	60.6424	39.2814	0.0133627
384.4	1284.03	3.05085e-08	2.8639e-05	5.45383e-12	1.72048e+08		0.000994587	0.0617634	60.6205	39.3033	0.013384
384.3	1284.02	3.05562e-08	2.86936e-05	5.4631e-12	1.72319e+08		0.000992985	0.0616791	60.5987	39.3252	0.0134053
384.2	1284.01	3.0604e-08	2.87483e-05	5.47239e-12	1.7259e+08		0.000991387	0.061595	60.5768	39.3471	0.0134265
384.1	1284	3.06519e-08	2.8803e-05	5.4817e-12	1.72862e+08		0.00098979	0.0615109	60.555	39.3691	0.0134479
384	1283.99	3.06999e-08	2.88579e-05	5.49102e-12	1.73134e+08		0.000988196	0.0614269	60.5331	39.391	0.0134692
383.9	1283.97	3.0748e-08	2.89129e-05	5.50037e-12	1.73407e+08		0.000986603	0.061343	60.5113	39.4129	0.0134906
383.8	1283.96	3.07961e-08	2.89679e-05	5.50973e-12	1.7368e+08		0.000985013	0.0612592	60.4894	39.4348	0.0135121
383.7	1283.95	3.08444e-08	2.90231e-05	5.5191e-12	1.73954e+08		0.000983426	0.0611755	60.4675	39.4568	0.0135335
383.6	1283.94	3.08927e-08	2.90783e-05	5.5285e-12	1.74228e+08		0.000981841	0.0610919	60.4457	39.4787	0.013555
383.5	1283.93	3.09411e-08	2.91336e-05	5.53791e-12	1.74502e+08		0.000980257	0.0610084	60.4238	39.5007	0.0135765
383.4	1283.92	3.09896e-08	2.91891e-05	5.54735e-12	1.74777e+08		0.000978676	0.0609249	60.4019	39.5226	0.0135981
383.3	1283.91	3.10382e-08	2.92446e-05	5.5568e-12	1.75053e+08		0.000977098	0.0608416	60.38	39.5446	0.0136197
383.2	1283.89	3.10868e-08	2.93002e-05	5.56626e-12	1.75329e+08		0.000975522	0.0607584	60.3581	39.5665	0.0136413
383.1	1283.88	3.11355e-08	2.93559e-05	5.57575e-12	1.75605e+08		0.000973947	0.0606753	60.3362	39.5885	0.0136629
383	1283.87	3.11844e-08	2.94117e-05	5.58525e-12	1.75882e+08		0.000972375	0.0605922	60.3143	39.6105	0.0136846
382.9	1283.86	3.12333e-08	2.94676e-05	5.59477e-12	1.7616e+08		0.000970806	0.0605093	60.2923	39.6325	0.0137063
382.8	1283.85	3.12823e-08	2.95236e-05	5.60431e-12	1.76438e+08		0.000969238	0.0604264	60.2704	39.6545	0.0137281
382.7	1283.83	3.13313e-08	2.95797e-05	5.61387e-12	1.76716e+08		0.000967673	0.0603437	60.2485	39.6764	0.0137499
382.6	1283.82	3.13805e-08	2.96359e-05	5.62344e-12	1.76995e+08		0.00096611	0.0602611	60.2266	39.6984	0.0137717
382.5	1283.81	3.14298e-08	2.96922e-05	5.63304e-12	1.77275e+08		0.000964549	0.0601785	60.2046	39.7204	0.0137935
382.4	1283.8	3.14791e-08	2.97485e-05	5.64265e-12	1.77555e+08		0.000962991	0.060096	60.1827	39.7425	0.0138154
382.3	1283.79	3.15285e-08	2.9805e-05	5.65228e-12	1.77835e+08		0.000961434	0.0600137	60.1607	39.7645	0.0138373
382.2	1283.77	3.1578e-08	2.98616e-05	5.66192e-12	1.78116e+08		0.000959881	0.0599314	60.1388	39.7865	0.0138592
382.1	1283.76	3.16276e-08	2.99183e-05	5.67159e-12	1.78397e+08		0.000958329	0.0598492	60.1168	39.8085	0.0138812
382	1283.75	3.16773e-08	2.9975e-05	5.68127e-12	1.78679e+08		0.000956779	0.0597671	60.0948	39.8306	0.0139032
381.9	1283.74	3.17271e-08	3.00319e-05	5.69098e-12	1.78961e+08		0.000955232	0.0596852	60.0728	39.8526	0.0139253
381.8	1283.73	3.17769e-08	3.00888e-05	5.7007e-12	1.79244e+08		0.000953686	0.0596033	60.0509	39.8746	0.0139473
381.7	1283.71	3.18268e-08	3.01459e-05	5.71044e-12	1.79528e+08		0.000952144	0.0595215	60.0289	39.8967	0.0139694
381.6	1283.7	3.18769e-08	3.0203e-05	5.7202e-12	1.79812e+08		0.000950603	0.0594398	60.0069	39.9187	0.0139916
381.5	1283.69	3.1927e-08	3.02603e-05	5.72997e-12	1.80096e+08		0.000949064	0.0593582	59.9849	39.9408	0.0140137
381.4	1283.68	3.19772e-08	3.03176e-05	5.73977e-12	1.80381e+08		0.000947527	0.0592766	59.9629	39.9629	0.0140359
381.3	1283.67	3.20275e-08	3.03751e-05	5.74958e-12	1.80666e+08		0.000945993	0.0591952	59.9409	39.9849	0.0140582
381.2	1283.65	3.20778e-08	3.04326e-05	5.75941e-12	1.80952e+08		0.000944462	0.0591139	59.9189	40.007	0.0140804
381.1	1283.64	3.21283e-08	3.04903e-05	5.76927e-12	1.81238e+08		0.000942932	0.0590327	59.8968	40.0291	0.0141027
381	1283.63	3.21789e-08	3.0548e-05	5.77914e-12	1.81525e+08		0.000941404	0.0589515	59.8748	40.0512	0.014125
380.9	1283.62	3.22295e-08	3.06059e-05	5.78903e-12	1.81813e+08		0.000939878	0.0588705	59.8528	40.0733	0.0141474
380.8	1283.61	3.22802e-08	3.06638e-05	5.79893e-12	1.82101e+08		0.000938355	0.0587895	59.8307	40.0954	0.0141698
380.7	1283.59	3.2331e-08	3.07218e-05	5.80886e-12	1.82389e+08		0.000936834	0.0587087	59.8087	40.1175	0.0141922
380.6	1283.58	3.23819e-08	3.078e-05	5.8188e-12	1.82678e+08		0.000935315	0.0586279	59.7866	40.1396	0.0142147
380.5	1283.57	3.24329e-08	3.08382e-05	5.82877e-12	1.82967e+08		0.000933798	0.0585473	59.7646	40.1617	0.0142372
380.4	1283.56	3.2484e-08	3.08966e-05	5.83875e-12	1.83257e+08		0.000932284	0.0584667	59.7425	40.1838	0.0142597
380.3	1283.54	3.25352e-08	3.0955e-05	5.84876e-12	1.83548e+08		0.000930771	0.0583862	59.7205	40.2059	0.0142823
380.2	1283.53	3.25864e-08	3.10135e-05	5.85877e-12	1.83839e+08		0.000929261	0.0583058	59.6984	40.2281	0.0143049
380.1	1283.52	3.26378e-08	3.10722e-05	5.86881e-12	1.8413e+08		0.000927753	0.0582255	59.6763	40.2502	0.0143275
380	1283.51	3.26892e-08	3.11309e-05	5.87887e-12	1.84422e+08		0.000926247	0.0581453	59.6542	40.2723	0.0143502
379.9	1283.49	3.27408e-08	3.11897e-05	5.88895e-12	1.84715e+08		0.000924743	0.0580652	59.6322	40.2945	0.0143729
379.8	1283.48	3.27924e-08	3.12487e-05	5.89905e-12	1.85008e+08		0.000923241	0.0579852	59.6101	40.3166	0.0143956
379.7	1283.47	3.28441e-08	3.13077e-05	5.90917e-12	1.85301e+08		0.000921742	0.0579053	59.588	40.3388	0.0144183
379.6	1283.46	3.28959e-08	3.13669e-05	5.9193e-12	1.85595e+08		0.000920245	0.0578254	59.5659	40.361	0.0144411
379.5	1283.44	3.29478e-08	3.14261e-05	5.92946e-12	1.8589e+08		0.00091875	0.0577457	59.5437	40.3831	0.014464
379.4	1283.43	3.29997e-08	3.14855e-05	5.93964e-12	1.86185e+08		0.000917257	0.057666	59.5216	40.4053	0.0144868
379.3	1283.42	3.30518e-08	3.15449e-05	5.94983e-12	1.8648e+08		0.000915766	0.0575865	59.4995	40.4275	0.0145097
379.2	1283.41	3.3104e-08	3.16045e-05	5.96004e-12	1.86776e+08		0.000914277	0.057507	59.4774	40.4497	0.0145327
379.1	1283.39	3.31562e-08	3.16641e-05	5.97027e-12	1.87073e+08		0.000912791	0.0574277	59.4553	40.4718	0.0145556
379	1283.38	3.32086e-08	3.17239e-05	5.98053e-12	1.8737e+08		0.000911306	0.0573484	59.4331	40.494	0.0145786
378.9	1283.37	3.3261e-08	3.17837e-05	5.9908e-12	1.87668e+08		0.000909824	0.0572692	59.411	40.5162	0.0146016
378.8	1283.36	3.33135e-08	3.18437e-05	6.00109e-12	1.87966e+08		0.000908343	0.0571901	59.3888	40.5384	0.0146247
378.7	1283.34	3.33661e-08	3.19037e-05	6.0114e-12	1.88265e+08		0.000906865	0.0571111	59.3667	40.5607	0.0146478
378.6	1283.33	3.34188e-08	3.19639e-05	6.02173e-12	1.88564e+08		0.000905389	0.0570322	59.3445	40.5829	0.0146709
378.5	1283.32	3.34716e-08	3.20242e-05	6.03209e-12	1.88864e+08		0.000903915	0.0569534	59.3224	40.6051	0.0146941
378.4	1283.3	3.35245e-08	3.20845e-05	6.04246e-12	1.89164e+08		0.000902444	0.0568747	59.3002	40.6273	0.0147173
378.3	1283.29	3.35775e-08	3.2145e-05	6.05285e-12	1.89465e+08		0.000900974	0.056796	59.278	40.6495	0.0147405
378.2	1283.28	3.36306e-08	3.22056e-05	6.06326e-12	1.89767e+08		0.000899507	0.0567175	59.2558	40.6718	0.0147638
378.1	1283.27	3.36838e-08	3.22663e-05	6.07369e-12	1.90069e+08		0.000898041	0.056639	59.2337	40.694	0.0147871
378	1283.25	3.3737e-08	3.23271e-05	6.08414e-12	1.90371e+08		0.000896578	0.0565607	59.2115	40.7163	0.0148104
377.9	1283.24	3.37904e-08	3.2388e-05	6.09461e-12	1.90674e+08		0.000895117	0.0564824	59.1893	40.7385	0.0148338
377.8	1283.23	3.38438e-08	3.2449e-05	6.1051e-12	1.90978e+08		0.000893657	0.0564042	59.1671	40.7608	0.0148572
377.7	1283.21	3.38974e-08	3.25101e-05	6.11561e-12	1.91282e+08		0.000892201	0.0563262	59.1449	40.783	0.0148807
377.6	1283.2	3.3951e-08	3.25713e-05	6.12614e-12	1.91586e+08		0.000890746	0.0562482	59.1227	40.8053	0.0149041
377.5	1283.19	3.40048e-08	3.26326e-05	6.13669e-12	1.91891e+08		0.000889293	0.0561702	59.1004	40.8276	0.0149276
377.4	1283.18	3.40586e-08	3.2694e-05	6.14726e-12	1.92197e+08		0.000887842	0.0560924	59.0782	40.8499	0.0149512
377.3	1283.16	3.41125e-08	3.27555e-05	6.15785e-12	1.92503e+08		0.000886393	0.0560147	59.056	40.8721	0.0149748
377.2	1283.15	3.41665e-08	3.28172e-05	6.16846e-12	1.9281e+08		0.000884947	0.0559371	59.0338	40.8944	0.0149984
377.1	1283.14	3.42206e-08	3.28789e-05	6.17909e-12	1.93117e+08		0.000883503	0.0558595	59.0115	40.9167	0.015022
377	1283.12	3.42748e-08	3.29408e-05	6.18975e-12	1.93425e+08		0.00088206	0.0557821	58.9893	40.939	0.0150457
376.9	1283.11	3.43291e-08	3.30027e-05	6.20042e-12	1.93734e+08		0.00088062	0.0557047	58.967	40.9613	0.0150694
376.8	1283.1	3.43835e-08	3.30648e-05	6.21111e-12	1.94043e+08		0.000879181	0.0556274	58.9448	40.9836	0.0150932
376.7	1283.08	3.4438e-08	3.31269e-05	6.22182e-12	1.94352e+08		0.000877746	0.0555503	58.9225	41.0059	0.0151169
376.6	1283.07	3.44926e-08	3.31892e-05	6.23256e-12	1.94662e+08		0.000876312	0.0554732	58.9003	41.0282	0.0151408
376.5	1283.06	3.45473e-08	3.32516e-05	6.24331e-12	1.94973e+08		0.000874879	0.0553962	58.878	41.0506	0.0151646
376.4	1283.04	3.46021e-08	3.33141e-05	6.25409e-12	1.95284e+08		0.000873449	0.0553193	58.8557	41.0729	0.0151885
376.3	1283.03	3.46569e-08	3.33767e-05	6.26489e-12	1.95596e+08		0.000872021	0.0552424	58.8334	41.0952	0.0152124
376.2	1283.02	3.47119e-08	3.34394e-05	6.2757e-12	1.95908e+08		0.000870596	0.0551657	58.8112	41.1176	0.0152364
376.1	1283	3.4767e-08	3.35022e-05	6.28654e-12	1.96221e+08		0.000869172	0.0550891	58.7889	41.1399	0.0152604
376	1282.99	3.48221e-08	3.35651e-05	6.2974e-12	1.96534e+08		0.00086775	0.0550125	58.7666	41.1623	0.0152844
375.9	1282.98	3.48774e-08	3.36281e-05	6.30828e-12	1.96848e+08		0.000866331	0.0549361	58.7443	41.1846	0.0153085
375.8	1282.96	3.49328e-08	3.36913e-05	6.31918e-12	1.97163e+08		0.000864913	0.0548597	58.722	41.207	0.0153326
375.7	1282.95	3.49882e-08	3.37545e-05	6.33009e-12	1.97478e+08		0.000863498	0.0547834	58.6997	41.2293	0.0153567
375.6	1282.94	3.50438e-08	3.38179e-05	6.34104e-12	1.97793e+08		0.000862084	0.0547072	58.6774	41.2517	0.0153809
375.5	1282.92	3.50994e-08	3.38813e-05	6.352e-12	1.9811e+08		0.000860672	0.0546311	58.655	41.2741	0.0154051
375.4	1282.91	3.51552e-08	3.39449e-05	6.36298e-12	1.98426e+08		0.000859263	0.0545551	58.6327	41.2964	0.0154293
375.3	1282.9	3.5211e-08	3.40086e-05	6.37399e-12	1.98744e+08		0.000857855	0.0544792	58.6104	41.3188	0.0154536
375.2	1282.88	3.5267e-08	3.40724e-05	6.38501e-12	1.99062e+08		0.00085645	0.0544034	58.588	41.3412	0.0154779
375.1	1282.87	3.5323e-08	3.41363e-05	6.39606e-12	1.9938e+08		0.000855047	0.0543276	58.5657	41.3636	0.0155023
375	1282.86	3.53791e-08	3.42003e-05	6.40713e-12	1.99699e+08		0.000853646	0.0542519	58.5434	41.386	0.0155266
374.9	1282.84	3.54354e-08	3.42644e-05	6.41822e-12	2.00019e+08		0.000852246	0.0541764	58.521	41.4084	0.0155511
374.8	1282.83	3.54917e-08	3.43287e-05	6.42933e-12	2.00339e+08		0.000850849	0.0541009	58.4987	41.4308	0.0155755
374.7	1282.81	3.55482e-08	3.4393e-05	6.44046e-12	2.0066e+08		0.000849454	0.0540255	58.4763	41.4532	0.0156
374.6	1282.8	3.56047e-08	3.44575e-05	6.45162e-12	2.00981e+08		0.000848061	0.0539502	58.4539	41.4756	0.0156245
374.5	1282.79	3.56613e-08	3.45221e-05	6.46279e-12	2.01303e+08		0.000846669	0.053875	58.4316	41.4981	0.0156491
374.4	1282.77	3.57181e-08	3.45867e-05	6.47399e-12	2.01625e+08		0.00084528	0.0537999	58.4092	41.5205	0.0156737
374.3	1282.76	3.57749e-08	3.46515e-05	6.48521e-12	2.01948e+08		0.000843893	0.0537248	58.3868	41.5429	0.0156983
374.2	1282.75	3.58319e-08	3.47164e-05	6.49645e-12	2.02272e+08		0.000842508	0.0536499	58.3644	41.5654	0.015723
374.1	1282.73	3.58889e-08	3.47815e-05	6.50771e-12	2.02596e+08		0.000841125	0.053575	58.342	41.5878	0.0157477
374	1282.72	3.5946e-08	3.48466e-05	6.51899e-12	2.02921e+08		0.000839743	0.0535002	58.3196	41.6102	0.0157724
373.9	1282.7	3.60033e-08	3.49118e-05	6.5303e-12	2.03246e+08		0.000838364	0.0534255	58.2972	41.6327	0.0157972
373.8	1282.69	3.60606e-08	3.49772e-05	6.54162e-12	2.03572e+08		0.000836987	0.0533509	58.2748	41.6551	0.015822
373.7	1282.68	3.61181e-08	3.50427e-05	6.55297e-12	2.03898e+08		0.000835612	0.0532764	58.2524	41.6776	0.0158469
373.6	1282.66	3.61756e-08	3.51083e-05	6.56434e-12	2.04225e+08		0.000834239	0.053202	58.23	41.7001	0.0158717
373.5	1282.65	3.62332e-08	3.5174e-05	6.57574e-12	2.04553e+08		0.000832868	0.0531277	58.2076	41.7225	0.0158967
