\comments
	 Dayly averaged Mars atmospheric profiles computed with MarsGram2001 
	date :	2000/1/1 12:0:0
	ground altitude :	-4.0884 km
	latitude :	45
	longitude :	180
\definition
	 \type_of_composition{mass_composition}
	 \mass_density_unit{kg/m3}
	 \pressure_unit{Pa}
	 \altitude_unit{km}
	 \ground_altitude{-4.0884}
	 \top_altitude{90}
\data
	altitude	temperature	pressure	density	CO2	N2	Ar
	86.899	119.6	0.1326E-01	0.5519E-06	0.957	0.027	0.016
	86.799	119.7	0.1346E-01	0.5599E-06	0.957	0.027	0.016
	86.699	119.8	0.1367E-01	0.5680E-06	0.957	0.027	0.016
	86.599	119.8	0.1387E-01	0.5763E-06	0.957	0.027	0.016
	86.499	119.9	0.1409E-01	0.5846E-06	0.957	0.027	0.016
	86.399	120.0	0.1430E-01	0.5931E-06	0.957	0.027	0.016
	86.299	120.1	0.1452E-01	0.6016E-06	0.957	0.027	0.016
	86.199	120.2	0.1474E-01	0.6104E-06	0.957	0.027	0.016
	86.099	120.3	0.1496E-01	0.6192E-06	0.957	0.027	0.016
	85.999	120.4	0.1519E-01	0.6282E-06	0.957	0.027	0.016
	85.899	120.5	0.1542E-01	0.6373E-06	0.957	0.027	0.016
	85.799	120.6	0.1566E-01	0.6465E-06	0.957	0.027	0.016
	85.699	120.7	0.1590E-01	0.6558E-06	0.957	0.027	0.016
	85.599	120.8	0.1614E-01	0.6653E-06	0.957	0.027	0.016
	85.499	120.8	0.1638E-01	0.6750E-06	0.957	0.027	0.016
	85.399	120.9	0.1663E-01	0.6847E-06	0.957	0.027	0.016
	85.299	121.0	0.1689E-01	0.6947E-06	0.957	0.027	0.016
	85.199	121.1	0.1714E-01	0.7047E-06	0.957	0.027	0.016
	85.099	121.2	0.1741E-01	0.7149E-06	0.957	0.027	0.016
	84.999	121.3	0.1767E-01	0.7253E-06	0.957	0.027	0.016
	84.899	121.4	0.1794E-01	0.7358E-06	0.957	0.027	0.016
	84.799	121.5	0.1821E-01	0.7464E-06	0.957	0.027	0.016
	84.699	121.6	0.1849E-01	0.7572E-06	0.957	0.027	0.016
	84.599	121.7	0.1877E-01	0.7682E-06	0.957	0.027	0.016
	84.499	121.8	0.1906E-01	0.7793E-06	0.957	0.027	0.016
	84.399	121.9	0.1935E-01	0.7906E-06	0.957	0.027	0.016
	84.299	121.9	0.1964E-01	0.8021E-06	0.957	0.027	0.016
	84.199	122.0	0.1994E-01	0.8137E-06	0.957	0.027	0.016
	84.099	122.1	0.2025E-01	0.8255E-06	0.957	0.027	0.016
	83.999	122.2	0.2055E-01	0.8375E-06	0.957	0.027	0.016
	83.899	122.3	0.2087E-01	0.8496E-06	0.957	0.027	0.016
	83.799	122.4	0.2119E-01	0.8619E-06	0.957	0.027	0.016
	83.699	122.5	0.2151E-01	0.8744E-06	0.957	0.027	0.016
	83.599	122.6	0.2184E-01	0.8871E-06	0.957	0.027	0.016
	83.499	122.7	0.2217E-01	0.8999E-06	0.957	0.027	0.016
	83.399	122.8	0.2251E-01	0.9130E-06	0.957	0.027	0.016
	83.299	122.9	0.2285E-01	0.9262E-06	0.957	0.027	0.016
	83.199	123.0	0.2320E-01	0.9396E-06	0.957	0.027	0.016
	83.099	123.0	0.2355E-01	0.9532E-06	0.957	0.027	0.016
	82.999	123.1	0.2391E-01	0.9670E-06	0.957	0.027	0.016
	82.899	123.2	0.2427E-01	0.9811E-06	0.957	0.027	0.016
	82.799	123.3	0.2464E-01	0.9953E-06	0.957	0.027	0.016
	82.699	123.4	0.2501E-01	0.1010E-05	0.957	0.027	0.016
	82.599	123.5	0.2538E-01	0.1023E-05	0.957	0.027	0.016
	82.499	123.7	0.2575E-01	0.1037E-05	0.957	0.027	0.016
	82.399	123.8	0.2613E-01	0.1051E-05	0.957	0.027	0.016
	82.299	123.9	0.2651E-01	0.1066E-05	0.957	0.027	0.016
	82.199	124.0	0.2690E-01	0.1080E-05	0.957	0.027	0.016
	82.099	124.1	0.2729E-01	0.1095E-05	0.957	0.027	0.016
	81.999	124.2	0.2769E-01	0.1110E-05	0.957	0.027	0.016
	81.899	124.4	0.2810E-01	0.1125E-05	0.957	0.027	0.016
	81.799	124.5	0.2851E-01	0.1141E-05	0.957	0.027	0.016
	81.699	124.6	0.2893E-01	0.1156E-05	0.957	0.027	0.016
	81.599	124.7	0.2935E-01	0.1172E-05	0.957	0.027	0.016
	81.499	124.8	0.2978E-01	0.1188E-05	0.957	0.027	0.016
	81.399	125.0	0.3021E-01	0.1204E-05	0.957	0.027	0.016
	81.299	125.1	0.3066E-01	0.1221E-05	0.957	0.027	0.016
	81.199	125.2	0.3110E-01	0.1238E-05	0.957	0.027	0.016
	81.099	125.3	0.3156E-01	0.1255E-05	0.957	0.027	0.016
	80.999	125.4	0.3202E-01	0.1272E-05	0.957	0.027	0.016
	80.899	125.6	0.3249E-01	0.1289E-05	0.957	0.027	0.016
	80.799	125.7	0.3297E-01	0.1307E-05	0.957	0.027	0.016
	80.699	125.8	0.3345E-01	0.1325E-05	0.957	0.027	0.016
	80.599	125.9	0.3394E-01	0.1343E-05	0.957	0.027	0.016
	80.499	126.0	0.3443E-01	0.1361E-05	0.957	0.027	0.016
	80.399	126.1	0.3494E-01	0.1380E-05	0.957	0.027	0.016
	80.299	126.3	0.3545E-01	0.1399E-05	0.957	0.027	0.016
	80.199	126.4	0.3597E-01	0.1418E-05	0.957	0.027	0.016
	80.099	126.5	0.3649E-01	0.1437E-05	0.957	0.027	0.016
	79.999	126.6	0.3703E-01	0.1457E-05	0.957	0.027	0.016
	79.899	126.7	0.3757E-01	0.1477E-05	0.957	0.027	0.016
	79.799	126.9	0.3812E-01	0.1497E-05	0.957	0.027	0.016
	79.699	127.0	0.3868E-01	0.1518E-05	0.957	0.027	0.016
	79.599	127.1	0.3924E-01	0.1538E-05	0.957	0.027	0.016
	79.499	127.2	0.3982E-01	0.1559E-05	0.957	0.027	0.016
	79.399	127.3	0.4040E-01	0.1581E-05	0.957	0.027	0.016
	79.299	127.5	0.4099E-01	0.1602E-05	0.957	0.027	0.016
	79.199	127.6	0.4159E-01	0.1624E-05	0.957	0.027	0.016
	79.099	127.7	0.4220E-01	0.1647E-05	0.957	0.027	0.016
	78.999	127.8	0.4282E-01	0.1669E-05	0.957	0.027	0.016
	78.899	127.9	0.4344E-01	0.1692E-05	0.957	0.027	0.016
	78.799	128.0	0.4408E-01	0.1715E-05	0.957	0.027	0.016
	78.699	128.2	0.4472E-01	0.1739E-05	0.957	0.027	0.016
	78.599	128.3	0.4538E-01	0.1763E-05	0.957	0.027	0.016
	78.499	128.4	0.4604E-01	0.1787E-05	0.957	0.027	0.016
	78.399	128.5	0.4672E-01	0.1811E-05	0.957	0.027	0.016
	78.299	128.6	0.4740E-01	0.1836E-05	0.957	0.027	0.016
	78.199	128.8	0.4809E-01	0.1861E-05	0.957	0.027	0.016
	78.099	128.9	0.4880E-01	0.1887E-05	0.957	0.027	0.016
	77.999	129.0	0.4951E-01	0.1913E-05	0.957	0.027	0.016
	77.899	129.1	0.5024E-01	0.1939E-05	0.957	0.027	0.016
	77.799	129.2	0.5097E-01	0.1965E-05	0.957	0.027	0.016
	77.699	129.4	0.5172E-01	0.1992E-05	0.957	0.027	0.016
	77.599	129.9	0.5251E-01	0.2020E-05	0.957	0.027	0.016
	77.499	130.3	0.5331E-01	0.2048E-05	0.957	0.027	0.016
	77.399	130.8	0.5413E-01	0.2076E-05	0.957	0.027	0.016
	77.299	131.2	0.5495E-01	0.2105E-05	0.957	0.027	0.016
	77.199	131.7	0.5579E-01	0.2135E-05	0.957	0.027	0.016
	77.099	132.1	0.5664E-01	0.2164E-05	0.957	0.027	0.016
	76.999	132.6	0.5751E-01	0.2194E-05	0.957	0.027	0.016
	76.899	133.1	0.5838E-01	0.2225E-05	0.957	0.027	0.016
	76.799	133.5	0.5927E-01	0.2256E-05	0.957	0.027	0.016
	76.699	134.0	0.6018E-01	0.2288E-05	0.957	0.027	0.016
	76.599	134.4	0.6110E-01	0.2320E-05	0.957	0.027	0.016
	76.499	134.9	0.6203E-01	0.2352E-05	0.957	0.027	0.016
	76.399	135.3	0.6298E-01	0.2386E-05	0.957	0.027	0.016
	76.299	135.8	0.6394E-01	0.2419E-05	0.957	0.027	0.016
	76.199	136.2	0.6491E-01	0.2453E-05	0.957	0.027	0.016
	76.099	136.7	0.6590E-01	0.2488E-05	0.957	0.027	0.016
	75.999	137.1	0.6691E-01	0.2523E-05	0.957	0.027	0.016
	75.899	137.6	0.6793E-01	0.2558E-05	0.957	0.027	0.016
	75.799	138.0	0.6896E-01	0.2595E-05	0.957	0.027	0.016
	75.699	138.5	0.7002E-01	0.2631E-05	0.957	0.027	0.016
	75.599	139.0	0.7109E-01	0.2669E-05	0.957	0.027	0.016
	75.499	139.4	0.7217E-01	0.2707E-05	0.957	0.027	0.016
	75.399	139.9	0.7327E-01	0.2745E-05	0.957	0.027	0.016
	75.299	140.3	0.7439E-01	0.2784E-05	0.957	0.027	0.016
	75.199	140.8	0.7552E-01	0.2824E-05	0.957	0.027	0.016
	75.099	141.2	0.7668E-01	0.2864E-05	0.957	0.027	0.016
	74.999	141.7	0.7784E-01	0.2905E-05	0.957	0.027	0.016
	74.899	141.8	0.7892E-01	0.2943E-05	0.957	0.027	0.016
	74.799	141.8	0.8001E-01	0.2982E-05	0.957	0.027	0.016
	74.699	141.9	0.8111E-01	0.3022E-05	0.957	0.027	0.016
	74.599	142.0	0.8223E-01	0.3062E-05	0.957	0.027	0.016
	74.499	142.1	0.8337E-01	0.3102E-05	0.957	0.027	0.016
	74.399	142.2	0.8452E-01	0.3144E-05	0.957	0.027	0.016
	74.299	142.2	0.8569E-01	0.3185E-05	0.957	0.027	0.016
	74.199	142.3	0.8687E-01	0.3227E-05	0.957	0.027	0.016
	74.099	142.4	0.8807E-01	0.3270E-05	0.957	0.027	0.016
	73.999	142.5	0.8928E-01	0.3313E-05	0.957	0.027	0.016
	73.899	142.6	0.9052E-01	0.3357E-05	0.957	0.027	0.016
	73.799	142.6	0.9176E-01	0.3402E-05	0.957	0.027	0.016
	73.699	142.7	0.9303E-01	0.3447E-05	0.957	0.027	0.016
	73.599	142.8	0.9432E-01	0.3493E-05	0.957	0.027	0.016
	73.499	142.9	0.9562E-01	0.3539E-05	0.957	0.027	0.016
	73.399	143.0	0.9694E-01	0.3586E-05	0.957	0.027	0.016
	73.299	143.0	0.9828E-01	0.3633E-05	0.957	0.027	0.016
	73.199	143.1	0.9963E-01	0.3681E-05	0.957	0.027	0.016
	73.099	143.2	0.1010	0.3730E-05	0.957	0.027	0.016
	72.999	143.3	0.1024	0.3780E-05	0.957	0.027	0.016
	72.899	143.4	0.1038	0.3830E-05	0.957	0.027	0.016
	72.799	143.4	0.1052	0.3880E-05	0.957	0.027	0.016
	72.699	143.5	0.1067	0.3932E-05	0.957	0.027	0.016
	72.599	143.6	0.1082	0.3984E-05	0.957	0.027	0.016
	72.499	143.7	0.1097	0.4037E-05	0.957	0.027	0.016
	72.399	143.8	0.1112	0.4090E-05	0.957	0.027	0.016
	72.299	143.8	0.1127	0.4144E-05	0.957	0.027	0.016
	72.199	143.9	0.1143	0.4199E-05	0.957	0.027	0.016
	72.099	144.0	0.1158	0.4255E-05	0.957	0.027	0.016
	71.999	144.1	0.1174	0.4311E-05	0.957	0.027	0.016
	71.899	144.2	0.1191	0.4369E-05	0.957	0.027	0.016
	71.799	144.2	0.1207	0.4427E-05	0.957	0.027	0.016
	71.699	144.3	0.1224	0.4485E-05	0.957	0.027	0.016
	71.599	144.4	0.1241	0.4545E-05	0.957	0.027	0.016
	71.499	144.5	0.1258	0.4605E-05	0.957	0.027	0.016
	71.399	144.6	0.1275	0.4666E-05	0.957	0.027	0.016
	71.299	144.6	0.1293	0.4728E-05	0.957	0.027	0.016
	71.199	144.7	0.1311	0.4790E-05	0.957	0.027	0.016
	71.099	144.8	0.1329	0.4854E-05	0.957	0.027	0.016
	70.999	144.9	0.1347	0.4918E-05	0.957	0.027	0.016
	70.899	145.0	0.1366	0.4984E-05	0.957	0.027	0.016
	70.799	145.1	0.1384	0.5050E-05	0.957	0.027	0.016
	70.700	145.1	0.1404	0.5117E-05	0.957	0.027	0.016
	70.600	145.2	0.1423	0.5184E-05	0.957	0.027	0.016
	70.500	145.3	0.1443	0.5253E-05	0.957	0.027	0.016
	70.400	145.4	0.1463	0.5323E-05	0.957	0.027	0.016
	70.300	145.5	0.1483	0.5393E-05	0.957	0.027	0.016
	70.200	145.5	0.1503	0.5465E-05	0.957	0.027	0.016
	70.100	145.6	0.1524	0.5537E-05	0.957	0.027	0.016
	70.000	145.7	0.1545	0.5611E-05	0.957	0.027	0.016
	69.900	145.7	0.1566	0.5686E-05	0.957	0.027	0.016
	69.800	145.8	0.1587	0.5762E-05	0.957	0.027	0.016
	69.700	145.8	0.1609	0.5838E-05	0.957	0.027	0.016
	69.600	145.8	0.1630	0.5916E-05	0.957	0.027	0.016
	69.500	145.8	0.1652	0.5995E-05	0.957	0.027	0.016
	69.400	145.9	0.1675	0.6075E-05	0.957	0.027	0.016
	69.300	145.9	0.1698	0.6156E-05	0.957	0.027	0.016
	69.200	145.9	0.1721	0.6238E-05	0.957	0.027	0.016
	69.100	146.0	0.1744	0.6322E-05	0.957	0.027	0.016
	69.000	146.0	0.1767	0.6406E-05	0.957	0.027	0.016
	68.900	146.0	0.1791	0.6491E-05	0.957	0.027	0.016
	68.800	146.1	0.1816	0.6578E-05	0.957	0.027	0.016
	68.700	146.1	0.1840	0.6666E-05	0.957	0.027	0.016
	68.600	146.1	0.1865	0.6755E-05	0.957	0.027	0.016
	68.500	146.2	0.1890	0.6845E-05	0.957	0.027	0.016
	68.400	146.2	0.1916	0.6936E-05	0.957	0.027	0.016
	68.300	146.2	0.1942	0.7029E-05	0.957	0.027	0.016
	68.200	146.3	0.1968	0.7122E-05	0.957	0.027	0.016
	68.100	146.3	0.1995	0.7218E-05	0.957	0.027	0.016
	68.000	146.3	0.2022	0.7314E-05	0.957	0.027	0.016
	67.900	146.3	0.2049	0.7411E-05	0.957	0.027	0.016
	67.800	146.4	0.2077	0.7510E-05	0.957	0.027	0.016
	67.700	146.4	0.2105	0.7610E-05	0.957	0.027	0.016
	67.600	146.4	0.2134	0.7712E-05	0.957	0.027	0.016
	67.500	146.5	0.2163	0.7815E-05	0.957	0.027	0.016
	67.400	146.5	0.2192	0.7919E-05	0.957	0.027	0.016
	67.300	146.5	0.2222	0.8025E-05	0.957	0.027	0.016
	67.200	146.6	0.2252	0.8132E-05	0.957	0.027	0.016
	67.100	146.6	0.2282	0.8240E-05	0.957	0.027	0.016
	67.000	146.6	0.2313	0.8350E-05	0.957	0.027	0.016
	66.900	146.7	0.2344	0.8462E-05	0.957	0.027	0.016
	66.800	146.7	0.2376	0.8575E-05	0.957	0.027	0.016
	66.700	146.7	0.2408	0.8689E-05	0.957	0.027	0.016
	66.600	146.8	0.2441	0.8805E-05	0.957	0.027	0.016
	66.500	146.8	0.2474	0.8923E-05	0.957	0.027	0.016
	66.400	146.8	0.2508	0.9042E-05	0.957	0.027	0.016
	66.300	146.8	0.2542	0.9162E-05	0.957	0.027	0.016
	66.200	146.9	0.2576	0.9284E-05	0.957	0.027	0.016
	66.100	146.9	0.2611	0.9408E-05	0.957	0.027	0.016
	66.000	146.9	0.2646	0.9534E-05	0.957	0.027	0.016
	65.900	147.0	0.2682	0.9661E-05	0.957	0.027	0.016
	65.800	147.0	0.2718	0.9790E-05	0.957	0.027	0.016
	65.700	147.0	0.2755	0.9921E-05	0.957	0.027	0.016
	65.600	147.1	0.2793	0.1005E-04	0.957	0.027	0.016
	65.500	147.1	0.2830	0.1019E-04	0.957	0.027	0.016
	65.400	147.1	0.2869	0.1032E-04	0.957	0.027	0.016
	65.300	147.2	0.2908	0.1046E-04	0.957	0.027	0.016
	65.200	147.2	0.2947	0.1060E-04	0.957	0.027	0.016
	65.100	147.2	0.2987	0.1074E-04	0.957	0.027	0.016
	65.000	147.3	0.3027	0.1089E-04	0.957	0.027	0.016
	64.900	147.2	0.3068	0.1103E-04	0.957	0.027	0.016
	64.800	147.2	0.3110	0.1118E-04	0.957	0.027	0.016
	64.700	147.2	0.3152	0.1134E-04	0.957	0.027	0.016
	64.600	147.2	0.3194	0.1149E-04	0.957	0.027	0.016
	64.500	147.2	0.3237	0.1165E-04	0.957	0.027	0.016
	64.400	147.2	0.3281	0.1180E-04	0.957	0.027	0.016
	64.300	147.2	0.3325	0.1196E-04	0.957	0.027	0.016
	64.200	147.2	0.3370	0.1213E-04	0.957	0.027	0.016
	64.100	147.1	0.3416	0.1229E-04	0.957	0.027	0.016
	64.000	147.1	0.3462	0.1246E-04	0.957	0.027	0.016
	63.900	147.1	0.3509	0.1263E-04	0.957	0.027	0.016
	63.800	147.1	0.3556	0.1280E-04	0.957	0.027	0.016
	63.700	147.1	0.3604	0.1297E-04	0.957	0.027	0.016
	63.600	147.1	0.3653	0.1315E-04	0.957	0.027	0.016
	63.500	147.1	0.3702	0.1333E-04	0.957	0.027	0.016
	63.400	147.1	0.3752	0.1351E-04	0.957	0.027	0.016
	63.300	147.0	0.3803	0.1369E-04	0.957	0.027	0.016
	63.200	147.0	0.3854	0.1388E-04	0.957	0.027	0.016
	63.100	147.0	0.3906	0.1407E-04	0.957	0.027	0.016
	63.000	147.0	0.3959	0.1426E-04	0.957	0.027	0.016
	62.900	147.0	0.4012	0.1445E-04	0.957	0.027	0.016
	62.800	147.0	0.4066	0.1465E-04	0.957	0.027	0.016
	62.700	147.0	0.4121	0.1485E-04	0.957	0.027	0.016
	62.600	147.0	0.4177	0.1505E-04	0.957	0.027	0.016
	62.500	146.9	0.4233	0.1526E-04	0.957	0.027	0.016
	62.400	146.9	0.4290	0.1546E-04	0.957	0.027	0.016
	62.300	146.9	0.4348	0.1567E-04	0.957	0.027	0.016
	62.200	146.9	0.4407	0.1589E-04	0.957	0.027	0.016
	62.100	146.9	0.4466	0.1610E-04	0.957	0.027	0.016
	62.000	146.9	0.4527	0.1632E-04	0.957	0.027	0.016
	61.900	146.9	0.4588	0.1654E-04	0.957	0.027	0.016
	61.800	146.8	0.4650	0.1677E-04	0.957	0.027	0.016
	61.700	146.8	0.4713	0.1700E-04	0.957	0.027	0.016
	61.600	146.8	0.4776	0.1723E-04	0.957	0.027	0.016
	61.500	146.8	0.4841	0.1746E-04	0.957	0.027	0.016
	61.400	146.8	0.4906	0.1770E-04	0.957	0.027	0.016
	61.300	146.8	0.4972	0.1794E-04	0.957	0.027	0.016
	61.200	146.8	0.5040	0.1818E-04	0.957	0.027	0.016
	61.100	146.8	0.5108	0.1843E-04	0.957	0.027	0.016
	61.000	146.7	0.5177	0.1868E-04	0.957	0.027	0.016
	60.900	146.7	0.5246	0.1894E-04	0.957	0.027	0.016
	60.800	146.7	0.5317	0.1919E-04	0.957	0.027	0.016
	60.700	146.7	0.5389	0.1945E-04	0.957	0.027	0.016
	60.600	146.7	0.5462	0.1972E-04	0.957	0.027	0.016
	60.500	146.7	0.5536	0.1999E-04	0.957	0.027	0.016
	60.400	146.7	0.5610	0.2026E-04	0.957	0.027	0.016
	60.300	146.7	0.5686	0.2053E-04	0.957	0.027	0.016
	60.200	146.6	0.5763	0.2081E-04	0.957	0.027	0.016
	60.100	146.6	0.5841	0.2110E-04	0.957	0.027	0.016
	60.000	146.6	0.5919	0.2138E-04	0.957	0.027	0.016
	59.900	146.5	0.6001	0.2169E-04	0.957	0.027	0.016
	59.800	146.5	0.6083	0.2200E-04	0.957	0.027	0.016
	59.700	146.4	0.6167	0.2231E-04	0.957	0.027	0.016
	59.600	146.3	0.6251	0.2263E-04	0.957	0.027	0.016
	59.500	146.2	0.6337	0.2295E-04	0.957	0.027	0.016
	59.400	146.2	0.6424	0.2328E-04	0.957	0.027	0.016
	59.300	146.1	0.6512	0.2361E-04	0.957	0.027	0.016
	59.200	146.0	0.6602	0.2395E-04	0.957	0.027	0.016
	59.100	145.9	0.6692	0.2429E-04	0.957	0.027	0.016
	59.000	145.9	0.6784	0.2463E-04	0.957	0.027	0.016
	58.900	145.8	0.6877	0.2498E-04	0.957	0.027	0.016
	58.800	145.7	0.6972	0.2534E-04	0.957	0.027	0.016
	58.700	145.6	0.7068	0.2570E-04	0.957	0.027	0.016
	58.600	145.6	0.7165	0.2607E-04	0.957	0.027	0.016
	58.500	145.5	0.7263	0.2644E-04	0.957	0.027	0.016
	58.400	145.4	0.7363	0.2682E-04	0.957	0.027	0.016
	58.300	145.3	0.7464	0.2720E-04	0.957	0.027	0.016
	58.200	145.3	0.7566	0.2759E-04	0.957	0.027	0.016
	58.100	145.2	0.7670	0.2798E-04	0.957	0.027	0.016
	58.000	145.1	0.7775	0.2838E-04	0.957	0.027	0.016
	57.900	145.0	0.7882	0.2878E-04	0.957	0.027	0.016
	57.800	145.0	0.7990	0.2919E-04	0.957	0.027	0.016
	57.700	144.9	0.8100	0.2961E-04	0.957	0.027	0.016
	57.600	144.8	0.8211	0.3003E-04	0.957	0.027	0.016
	57.500	144.7	0.8324	0.3046E-04	0.957	0.027	0.016
	57.400	144.7	0.8438	0.3089E-04	0.957	0.027	0.016
	57.300	144.6	0.8554	0.3133E-04	0.957	0.027	0.016
	57.200	144.5	0.8672	0.3178E-04	0.957	0.027	0.016
	57.100	144.4	0.8791	0.3223E-04	0.957	0.027	0.016
	57.000	144.4	0.8911	0.3269E-04	0.957	0.027	0.016
	56.900	144.3	0.9034	0.3316E-04	0.957	0.027	0.016
	56.800	144.2	0.9158	0.3363E-04	0.957	0.027	0.016
	56.700	144.1	0.9284	0.3411E-04	0.957	0.027	0.016
	56.600	144.1	0.9411	0.3460E-04	0.957	0.027	0.016
	56.500	144.0	0.9540	0.3509E-04	0.957	0.027	0.016
	56.400	143.9	0.9671	0.3559E-04	0.957	0.027	0.016
	56.300	143.8	0.9804	0.3610E-04	0.957	0.027	0.016
	56.200	143.8	0.9939	0.3661E-04	0.957	0.027	0.016
	56.100	143.7	1.008	0.3714E-04	0.957	0.027	0.016
	56.000	143.6	1.021	0.3767E-04	0.957	0.027	0.016
	55.900	143.5	1.035	0.3820E-04	0.957	0.027	0.016
	55.800	143.5	1.050	0.3875E-04	0.957	0.027	0.016
	55.700	143.4	1.064	0.3930E-04	0.957	0.027	0.016
	55.600	143.3	1.079	0.3986E-04	0.957	0.027	0.016
	55.500	143.2	1.093	0.4043E-04	0.957	0.027	0.016
	55.400	143.2	1.108	0.4101E-04	0.957	0.027	0.016
	55.300	143.1	1.124	0.4159E-04	0.957	0.027	0.016
	55.200	143.0	1.139	0.4218E-04	0.957	0.027	0.016
	55.100	142.9	1.155	0.4278E-04	0.957	0.027	0.016
	55.000	142.9	1.171	0.4339E-04	0.957	0.027	0.016
	54.900	142.8	1.187	0.4401E-04	0.957	0.027	0.016
	54.800	142.8	1.204	0.4463E-04	0.957	0.027	0.016
	54.700	142.8	1.220	0.4527E-04	0.957	0.027	0.016
	54.600	142.7	1.237	0.4591E-04	0.957	0.027	0.016
	54.500	142.7	1.255	0.4656E-04	0.957	0.027	0.016
	54.400	142.7	1.272	0.4722E-04	0.957	0.027	0.016
	54.300	142.6	1.290	0.4789E-04	0.957	0.027	0.016
	54.200	142.6	1.308	0.4857E-04	0.957	0.027	0.016
	54.100	142.6	1.326	0.4926E-04	0.957	0.027	0.016
	54.000	142.6	1.345	0.4996E-04	0.957	0.027	0.016
	53.900	142.5	1.364	0.5067E-04	0.957	0.027	0.016
	53.800	142.5	1.383	0.5139E-04	0.957	0.027	0.016
	53.700	142.5	1.402	0.5212E-04	0.957	0.027	0.016
	53.600	142.4	1.422	0.5286E-04	0.957	0.027	0.016
	53.500	142.4	1.442	0.5360E-04	0.957	0.027	0.016
	53.400	142.4	1.462	0.5437E-04	0.957	0.027	0.016
	53.300	142.3	1.482	0.5514E-04	0.957	0.027	0.016
	53.200	142.3	1.503	0.5592E-04	0.957	0.027	0.016
	53.100	142.3	1.524	0.5671E-04	0.957	0.027	0.016
	53.000	142.3	1.545	0.5752E-04	0.957	0.027	0.016
	52.900	142.2	1.567	0.5833E-04	0.957	0.027	0.016
	52.800	142.2	1.589	0.5916E-04	0.957	0.027	0.016
	52.700	142.2	1.611	0.6000E-04	0.957	0.027	0.016
	52.600	142.1	1.633	0.6085E-04	0.957	0.027	0.016
	52.500	142.1	1.656	0.6171E-04	0.957	0.027	0.016
	52.400	142.1	1.679	0.6259E-04	0.957	0.027	0.016
	52.300	142.0	1.703	0.6348E-04	0.957	0.027	0.016
	52.200	142.0	1.727	0.6438E-04	0.957	0.027	0.016
	52.100	142.0	1.751	0.6529E-04	0.957	0.027	0.016
	52.000	142.0	1.775	0.6622E-04	0.957	0.027	0.016
	51.900	141.9	1.800	0.6716E-04	0.957	0.027	0.016
	51.800	141.9	1.825	0.6811E-04	0.957	0.027	0.016
	51.700	141.9	1.851	0.6908E-04	0.957	0.027	0.016
	51.600	141.8	1.877	0.7006E-04	0.957	0.027	0.016
	51.500	141.8	1.903	0.7105E-04	0.957	0.027	0.016
